"Account Name","Industry","Website","Company Linkedin URL","Billing Country","Billing State/Province","Billing City"
"Interact Group","Architecture & Engineering","www.interactgroupintl.com","","United Arab Emirates","Dubai","Dubai"
"Joint Research and Development","Architecture & Engineering","www.jrad.us","","United States","Virginia","Stafford"
"Studio Outside Landscape Architects","Architecture & Engineering","www.studiooutside.us","","United States","Texas","Dallas"
"Premier Enterprise","Architecture & Engineering","www.premierenterpriseco.com","","United States","New York","Elmhurst"
"Peloton Land Solutions","Architecture & Engineering","www.pelotonland.com","","United States","Texas","Fort Worth"
"Wilson University","Architecture & Engineering","wilsonconst.com","","United States","Oregon","Canby"
"Q.E.D. Systems","Architecture & Engineering","qedsysinc.com","","United States","Virginia","Virginia Beach"
"Mariswe","Architecture & Engineering","www.mariswe.com","","Botswana","South-East","Gaborone"
"Moody's","Architecture & Engineering","moodys.com","","United States","New York","New York City"
"LEESWOOD CONSTRUCTION","Architecture & Engineering","www.leeswood.ca","","Canada","Ontario","Mississauga"
"Standard","Architecture & Engineering","standardarchitecture.com","","United States","California","Los Angeles"
"Riverbed","Architecture & Engineering","www.riverbed.com","","United States","California","San Francisco"
"Landau Associates","Architecture & Engineering","landauinc.com","","United States","Washington","Edmonds"
"Monte Sano Research","Architecture & Engineering","www.msrc.com","","United States","Alabama","Huntsville"
"LOUi Consulting Group","Architecture & Engineering","www.lcgi.net","","United States","Georgia","Warner Robins"
"Broadway Electric","Architecture & Engineering","www.broadwayelectric.com","","United States","Illinois","Elk Grove Village"
"JMH Weiss","Architecture & Engineering","www.jmhweiss.com","","United States","California","San Jose"
"Structural Concepts Engineering, Inc.","Architecture & Engineering","www.structuralconcepts.com","","United States","Michigan","Anaheim"
"One World Architecture","Architecture & Engineering","www.oneworldarchitecture.com","","United States","Kentucky","Louisville"
"Aurora Contractors","Architecture & Engineering","www.auroracontractors.com","","United States","New York","Ronkonkoma"
"Kirkor Architects & Planners","Architecture & Engineering","www.kirkorarchitects.com","https://www.linkedin.com/company/kirkor-architectsplanners/","Canada","Ontario","Toronto"
"Cepeda Systems & Software Analysis","Architecture & Engineering","www.cepedasystems.com","","United States","Alabama","Huntsville"
"Tappeti","Architecture & Engineering","www.tappeti.com.au","","Australia","New South Wales","Chippendale"
"KDM Engineering","Architecture & Engineering","www.kdmengineering.com","","United States","Illinois","Chicago"
"Clear Creek Applied Technologies","Architecture & Engineering","www.c2at.com","","United States","Ohio","Fairborn"
"Rogers Lovelock & Fritz","Architecture & Engineering","www.rlfarchitects.com","","United States","Florida","Orlando"
"WAFB","Architecture & Engineering","www.wafb.com","","United States","Louisiana","Baton Rouge"
"Wynndalco Enterprises","Architecture & Engineering","www.wynndalco.com","","United States","Illinois","Mokena"
"Digby Wells Environmental","Architecture & Engineering","www.digbywells.com","","South Africa","","Bryanston"
"ALP Systems","Architecture & Engineering","www.alpsystemsinc.com","","United States","North Carolina","Waynesville"
"Hourigan Construction","Architecture & Engineering","www.hourigan.group","","United States","Virginia","Richmond"
"Thienes Engineering","Architecture & Engineering","www.thieneseng.com","","United States","California","La Mirada"
"Prescription Landscape","Architecture & Engineering","www.rxlandscape.com","","United States","Minnesota","Saint Paul"
"Seattle Safety","Architecture & Engineering","www.seattlesafety.com","","United States","Washington","Auburn"
"Creature Technology","Architecture & Engineering","www.creaturetechnology.com","","Australia","Victoria","Port Melbourne"
"SIRAJ Lighting","Architecture & Engineering","www.sirajlighting.com","","Egypt","Cairo","Cairo"
"JPS & Associates","Architecture & Engineering","www.jps-associates.com","","United States","Missouri","Springfield"
"Central Group","Architecture & Engineering","www.gocentral.co.uk","","United Kingdom","Merseyside","Liverpool"
"Frana Companies","Architecture & Engineering","www.frana.com","","United States","Minnesota","Hopkins"
"Taylor & Hill","Architecture & Engineering","www.taylorandhill.com","","United States","Texas","Texas City"
"Dynamic Manufacturing Solutions","Architecture & Engineering","dmsusa.com","","United States","Texas","Austin"
"TED CONNER LANDSCAPING","Architecture & Engineering","www.tedconner.com","","United States","Florida","Pompano Beach"
"A. Epstein and Sons International","Architecture & Engineering","www.epstein-isi.com","","United States","Illinois","Chicago"
"Steam Management","Architecture & Engineering","www.steammgt.com","","United States","Massachusetts","Boston"
"Manning","Architecture & Engineering","manningarchitects.com","","United States","Louisiana","New Orleans"
"Lockard & White","Architecture & Engineering","www.lockardandwhite.com","","United States","Texas","College Station"
"ISPA Technology","Architecture & Engineering","www.ispatechnology.com","","United States","Virginia","Centreville"
"CM&B","Architecture & Engineering","www.cmbteam.com","","United States","Massachusetts","Danvers"
"Mark Two Engineering","Architecture & Engineering","www.marktwo.com","","United States","Florida","Hialeah"
"Dyplast Products","Architecture & Engineering","dyplastproducts.com","","United States","Florida","Miami"
"Multifeeder Technology","Architecture & Engineering","www.multifeeder.com","","United States","Minnesota","Saint Paul"
"Steven Christensen","Architecture & Engineering","www.stpetesteve.com","","United States","","Santa Monica"
"ECM Consultants","Architecture & Engineering","www.ecmconsultants.com","","United States","Louisiana","Metairie"
"Pro-Active Engineering","Architecture & Engineering","www.proactivepcb.com","","United States","Wisconsin","Sun Prairie"
"JCI","Architecture & Engineering","www.ajci.com","","United States","Texas","Dallas"
"Aeroscape","Architecture & Engineering","www.aeroscapeutah.com","","United States","Utah","Midvale"
"Oliver H. Van Horn","Architecture & Engineering","www.ohvanhorn.com","","United States","Louisiana","New Orleans"
"Rhythm Engineering","Architecture & Engineering","www.rhythmtraffic.com","","United States","Kansas","Lenexa"
"Cardinal Construction","Architecture & Engineering","www.cardinalconst.com","","United States","Iowa","Waterloo"
"Siren Design","Architecture & Engineering","www.sirendesign.com.au","","Australia","New South Wales","Sydney"
"RainGrid","Architecture & Engineering","www.raingrid.com","","Canada","Ontario","Toronto"
"Incorp","Architecture & Engineering","www.incorp.com.au","","Australia","New South Wales","St Leonards"
"E.L. Robinson Engineering","Architecture & Engineering","elrobinsonengineering.com","","United States","West Virginia","Charleston"
"HTS Interiors","Architecture & Engineering","www.htsinteriors.com","","United Arab Emirates","Dubai","Dubai"
"Canete Snow Management","Architecture & Engineering","www.canete.com","","United States","New Jersey","Wayne"
"Yellow Rose Landscape Services","Architecture & Engineering","www.yellowroselandscape.com","","United States","Texas","Carrollton"
"Classic Rock Fabrication","Architecture & Engineering","www.classicrockfab.com","","United States","Pennsylvania","Cranberry Twp"
"Anglicotech","Architecture & Engineering","www.anglicotech.com","","United States","Virginia","Arlington"
"Indovance","Architecture & Engineering","www.indovance.com","","United States","North Carolina","Apex"
"Crone","Architecture & Engineering","crone.com.au","","Australia","Victoria","Melbourne"
"SFFECO Global","Architecture & Engineering","www.sffecoglobal.com","","United Arab Emirates","Dubai","Dubai"
"Barkley Village","Architecture & Engineering","www.barkleyvillage.com","","United States","Washington","Bellingham"
"QTEC","Architecture & Engineering","www.qtecinc.com","","United States","Alabama","Huntsville"
"Analytical Services & Materials","Architecture & Engineering","www.asm-usa.com","","United States","Virginia","Hampton"
"Western Water Constructors","Architecture & Engineering","www.westernwater.com","","United States","California","Santa Rosa"
"Macromoltek","Architecture & Engineering","www.macromoltek.com","","United States","Texas","Austin"
"Delta Solutions & Strategies","Architecture & Engineering","www.deltasands.com","","United States","Colorado","Colorado Springs"
"DJ's Landscape Management","Architecture & Engineering","www.djslandscape.com","","United States","Michigan","Grand Rapids"
"Telikin","Architecture & Engineering","www.telikin.com","","United States","Pennsylvania","Hatfield"
"Paragon Project Resources","Architecture & Engineering","www.2paragon.com","","United States","Texas","Dallas"
"Tri Scapes","Architecture & Engineering","www.triscapes.com","","United States","Georgia","Cumming"
"The GreenSeason Group","Architecture & Engineering","www.greenseasongroup.com","","United States","Georgia","Norcross"
"Turris Communications","Architecture & Engineering","www.turriscom.com","","Canada","Ontario","Ottawa"
"Sirius Technical Services","Architecture & Engineering","www.siriustechnical.com","","United States","Alabama","Theodore"
"Ely and Associates","Architecture & Engineering","www.elyfrac.com","","United States","Texas","Houston"
"Prihoda","Architecture & Engineering","prihodafabricduct.com","","Netherlands","Groningen","Leek"
"Lead EPC","Architecture & Engineering","www.leadepc.com","","Uganda","Central Region","Kampala"
"Ramey Kemp & Associates","Architecture & Engineering","www.rameykemp.com","","United States","North Carolina","Raleigh"
"Ocular Robotics","Architecture & Engineering","www.ocularrobotics.com","","Australia","New South Wales","Kingsgrove"
"Hampco","Architecture & Engineering","www.hampco.com","","United States","Texas","Brookshire"
"Barnes Design Group","Architecture & Engineering","www.bdgchurcharchitects.com","","United States","Virginia","Virginia Beach"
"Pare","Architecture & Engineering","www.parecorp.com","","United States","Rhode Island","Lincoln"
"Multi-Energy Group","Architecture & Engineering","www.multienergygroup.com","","United States","Georgia","Alpharetta"
"DIKITA ENTERPRISES","Architecture & Engineering","www.dikita.com","","United States","Texas","Dallas"
"Commercial Construction Consulting","Architecture & Engineering","www.c3boston.com","","United States","Massachusetts","Boston"
"Signalscape","Architecture & Engineering","www.signalscape.com","","United States","North Carolina","Cary"
"AM Pierce & Associates","Architecture & Engineering","www.ampierce.com","","United States","Maryland","California"
"Hargis + Associates","Architecture & Engineering","www.hargis.com","","United States","California","San Diego"
"Bridges Consulting","Architecture & Engineering","www.bridges-inc.com","","United States","Maryland","Hanover"
"Triumph Enterprises","Architecture & Engineering","www.triumph-enterprises.com","","United States","Virginia","Vienna"
"iAccess Technologies","Architecture & Engineering","www.iaccesstech.com","","United States","California","Santa Ana"
"Nussbaumer & Clarke","Architecture & Engineering","www.nussclarke.com","","United States","New York","Buffalo"
"Up-Rev","Architecture & Engineering","www.up-rev.com","","United States","Florida","Melbourne"
"Pacific Science & Engineering Group","Architecture & Engineering","www.pacific-science.com","","United States","California","San Diego"
"Peddle Thorp","Architecture & Engineering","www.peddlethorp.com.au","","Australia","Queensland","Brisbane"
"PaliProto 3D","Architecture & Engineering","www.paliproto.com","","United States","Georgia","Atlanta"
"George William Stephens Jr. and Associates","Architecture & Engineering","www.gwstephens.com","","United States","Maryland","Belcamp"
"Fire Tower","Architecture & Engineering","www.ftet.com","","United States","New Jersey","Riverside"
"Precision Planning","Architecture & Engineering","www.ppi.us","","United States","Georgia","Lawrenceville"
"Cummings Aerospace","Architecture & Engineering","www.cummingsaerospace.com","","United States","Alabama","Huntsville"
"Harnois Industries","Architecture & Engineering","www.harnois.com","","Canada","Quebec","Saint-Thomas"
"Advanced Technology & Research","Architecture & Engineering","www.atrcorp.com","","United States","Maryland","Beltsville"
"GladAfrica","Architecture & Engineering","www.gladafrica.com","","South Africa","Gauteng","Midrand"
"LSP Technologies","Architecture & Engineering","www.lsptechnologies.com","","United States","Ohio","Dublin"
"Engineering System Solutions","Architecture & Engineering","www.es2eng.com","","United States","Idaho","Idaho Falls"
"Climatech","Architecture & Engineering","www.climatech.net.au","","Australia","New South Wales","Beaconsfield"
"Highbury Defense Group","Architecture & Engineering","highbury-defense.com","","United States","California","San Diego"
"Monteco","Architecture & Engineering","www.monteco.com","","Canada","Ontario","Toronto"
"RML Engineering","Architecture & Engineering","www.rmlnz.com","","Australia","Victoria","Altona North"
"Sundance Consulting","Architecture & Engineering","www.sundance-inc.net","","United States","Idaho","Pocatello"
"LH Marthinusen","Architecture & Engineering","www.lhm.co.za","","South Africa","Limpopo","Phalaborwa"
"NRG Engineering","Architecture & Engineering","www.nrgengineering.com","","United States","Texas","Corpus Christi"
"Clayton Aquariums","Architecture & Engineering","www.claytonaquariums.com","","United States","Washington","Bellevue"
"Thermosash","Architecture & Engineering","www.thermosash.co.nz","","New Zealand","Auckland","Paparata Valley"
"PegasusTSI","Architecture & Engineering","www.pegasustsi.com","","United States","Florida","Tampa"
"Alpha Environmental Sciences","Architecture & Engineering","www.alphaenviron.com","","United States","North Carolina","Asheville"
"Varitec Solutions","Architecture & Engineering","www.varitecsolutions.com","","United States","Arizona","Phoenix"
"Jatca","Architecture & Engineering","www.jatcainc.com","","United States","Michigan","Rochester"
"TDA Research","Architecture & Engineering","www.tda.com","","United States","Colorado","Wheat Ridge"
"Pirtek","Architecture & Engineering","www.pirtek.co.za","","Nigeria","Lagos","Lagos"
"ID Works Global","Architecture & Engineering","www.idworksglobal.com","","Bahrain","",""
"Clock Spring","Architecture & Engineering","www.clockspring.com","","United States","Texas","Houston"
"Systems Engineering","Architecture & Engineering","www.seegypt.com","","Egypt","Cairo","Cairo"
"Broccolo Tree and Lawn Care","Architecture & Engineering","www.broccolotreeandlawn.com","","United States","New York","Rochester"
"DTGO","Architecture & Engineering","dtgo.com","","Thailand","Phra Nakhon Si Ayutthaya","Ban Na"
"Milmeq","Architecture & Engineering","www.milmeq.com","","New Zealand","","HASTINGS"
"Aerison","Architecture & Engineering","www.aerison.com","","Australia","Western Australia","Bentley"
"MIA Group","Architecture & Engineering","mia.com.pk","","Pakistan","Punjab","Gujrat"
"Manufacturing Technical Solutions (MTS)","Architecture & Engineering","www.mts-usa.com","","United States","Alabama","Huntsville"
"Torrey Pines Landscape Co.","Architecture & Engineering","www.tplandscape.com","","United States","California","San Diego"
"fino international","Architecture & Engineering","www.finointeriors.com","","United Arab Emirates","Dubai","Dubai"
"Patriot Campers","Architecture & Engineering","www.patriotcampers.com.au","","Australia","Queensland","Molendinar"
"Gromatzky Dupree and Associates","Architecture & Engineering","www.gdainet.com","","United States","Texas","Dallas"
"Floth","Architecture & Engineering","www.floth.com.au","http://www.linkedin.com/company/george-floth-pty-ltd","Australia","Queensland","Fortitude Valley"
"ADA Architects, Inc.","Architecture & Engineering","https://www.adaarchitects.com","https://www.linkedin.com/company/ada-architects-inc","United States","Ohio","Cleveland"
"Infinity Engineering Group","Architecture & Engineering","www.iegroup.net","","United States","Florida","Tampa"
"Maico Gulf","Architecture & Engineering","maicogulf.com","","United Arab Emirates","Ra's al Khaymah","Ras al-Khaimah"
"TDC2","Architecture & Engineering","www.tdc2.com","","United States","Texas","Wylie"
"Development Design Group","Architecture & Engineering","www.ddg-usa.com","","United States","Maryland","Baltimore"
"Group GSA","Architecture & Engineering","www.groupgsa.com","","Australia","New South Wales","Sydney"
"Thomson Adsett","Architecture & Engineering","www.thomsonadsett.com","","Australia","Victoria","Melbourne"
"Matkin Hoover Engineering & Surveying","Architecture & Engineering","www.matkinhoover.com","","United States","Texas","Boerne"
"WESSCO International","Architecture & Engineering","www.wessco.net","","United States","California","Los Angeles"
"Airia Brands","Architecture & Engineering","www.airiabrands.com","","Canada","Ontario","London"
"LTW Designworks","Architecture & Engineering","www.ltwdesignworks.com","","Italy","Lombardy","Milano"
"Marine Acoustics","Architecture & Engineering","www.marineacoustics.com","","United States","Rhode Island","Middletown"
"Substation Engineering","Architecture & Engineering","www.subengco.com","","United States","Pennsylvania","Reading"
"Upside Engineering","Architecture & Engineering","www.upsideeng.com","","Canada","Alberta","Calgary"
"Eco Engineering","Architecture & Engineering","www.ecoengineering.com","","United States","Ohio","Cincinnati"
"B+N Industries","Architecture & Engineering","www.bnind.com","","United States","California","Burlingame"
"Tec Systems","Architecture & Engineering","tecsystemsnyc.com","","United States","New York","Long Island City"
"Landtech Resources","Architecture & Engineering","www.landtechresources.com","","United States","Virginia","Williamsburg"
"Industrial Fluid Management","Architecture & Engineering","www.ifmenviro.com","","United States","Ohio","Hilliard"
"Underground Services","Architecture & Engineering","www.softdig.com","","United States","Texas","Houston"
"PacMin","Architecture & Engineering","www.pacmin.com","","United States","California","Fullerton"
"Nakheel Landscapes","Architecture & Engineering","www.nakheellandscapes.com","","Qatar","Baladiyat ad Dawhah","Doha"
"Chicago Scenic Studios","Architecture & Engineering","www.chicagoscenic.com","","United States","Illinois","Chicago"
"Commercial Design Services","Architecture & Engineering","www.cdstampa.com","","United States","Florida","Tampa"
"Jack Rouse Associates","Architecture & Engineering","www.jackrouse.com","","United States","Ohio","Cincinnati"
"Pacific Hoseflex","Architecture & Engineering","www.hoseflex.com","","Australia","Queensland","Burleigh Heads"
"LACASA Architects & Engineering","Architecture & Engineering","www.lacasa.ae","","United Arab Emirates","Dubai","Dubai"
"Principal Service Solutions","Architecture & Engineering","www.psstechnical.com","","United States","California","Modesto"
"PACE Collaborative","Architecture & Engineering","www.pace-pme.com","","United States","Virginia","Virginia Beach"
"Van Alen Institute","Architecture & Engineering","www.vanalen.org","","United States","New York","Brooklyn"
"Qwaltec","Architecture & Engineering","www.qwaltec.com","","United States","Arizona","Tempe"
"Viking Industrial","Architecture & Engineering","www.vikingindustrial.com.au","","Australia","Queensland","Wacol"
"Emerald Landscaping","Architecture & Engineering","www.emeraldlandscapeco.com","","United States","California","Livermore"
"Rocand","Architecture & Engineering","www.rocand.com","","France","Hauts-de-France","Compiegne"
"Blue Hat Crane","Architecture & Engineering","www.bluehatcrane.com","","United States","Kansas","Kansas City"
"Collier Engineering","Architecture & Engineering","www.collierengineering.com","","United States","Tennessee","Nashville"
"B&W Energy Services","Architecture & Engineering","www.bwenergyservices.com","","United States","Texas","Deer Park"
"Neeser Construction","Architecture & Engineering","www.neeserinc.com","","United States","Alaska","Anchorage"
"R Levesque Associates","Architecture & Engineering","www.rlaland.com","","United States","Massachusetts","Westfield"
"AZA INT","Architecture & Engineering","www.aza-int.com","","United States","New York","New York City"
"INTERIOR CONCEPTS","Architecture & Engineering","www.interiorconceptsinc.com","","United States","Maryland","Annapolis"
"Javan Engineering","Architecture & Engineering","www.javanengineering.com","","United States","Pennsylvania","Fort Washington"
"Xentity","Architecture & Engineering","www.xentity.com","","United States","Colorado","Golden"
"ANJ Group","Architecture & Engineering","www.anj.co.in","","India","Maharashtra","Mumbai"
"Adage Automation Private","Architecture & Engineering","www.adage-automation.com","","India","Goa","Verna"
"State Systems","Architecture & Engineering","www.statesystemsinc.com","","United States","Tennessee","Memphis"
"Blue Camel","Architecture & Engineering","www.bluecamel.net","","United Arab Emirates","Dubai","Dubai"
"SCARFFS NURSERY","Architecture & Engineering","www.scarffs.com","","United States","Ohio","New Carlisle"
"Clarke Solutions","Architecture & Engineering","www.solutionsbyclarke.com","","United States","Indiana","Fishers"
"Vinculums","Architecture & Engineering","www.vinculums.com","","United States","California","Irvine"
"Shanghai Chong Kee","Architecture & Engineering","www.sck.com.sg","","Slovenia","","Ljubljana - dostava"
"Franklin Interiors","Architecture & Engineering","www.franklininteriors.com","","United States","Pennsylvania","Pittsburgh"
"Fountain People","Architecture & Engineering","www.fountainpeople.com","","United States","Texas","San Marcos"
"Mill-Rite Woodworking Company","Architecture & Engineering","www.mill-rite.com","","United States","Florida","Pinellas Park"
"Intellective","Architecture & Engineering","www.intellective.com","","United States","California","Irvine"
"Lead 8","Architecture & Engineering","lead8.com","","China","Central and Western","Hong Kong"
"Dewan Architects & Engineers","Architecture & Engineering","www.dewan-architects.com","","Spain","Catalonia","Esplugues de Llobregat"
"N2 Imaging Systems","Architecture & Engineering","www.n2imaging.com","","United States","California","Irvine"
"Milcris Pvt","Architecture & Engineering","www.milcris.com","","Sri Lanka","","Mahabage"
"Atlantic Engineering Group","Architecture & Engineering","www.aeg.cc","","United States","Georgia","Braselton"
"DasNet","Architecture & Engineering","www.dasnetcorp.com","","United States","New York","Holbrook"
"Systima Technologies","Architecture & Engineering","www.systima.com","","United States","Washington","Kirkland"
"Axiologic Solutions","Architecture & Engineering","www.axiologicsolutions.com","","United States","Virginia","Fairfax"
"The Andrew Lauren","Architecture & Engineering","www.andrewlaurenca.com","","United States","California","San Diego"
"Sunrise Labs","Architecture & Engineering","www.sunriselabs.com","","United States","New Hampshire","Bedford"
"Bazon-Cox and Associates","Architecture & Engineering","www.bazoncox.com","","United States","Virginia","Chesapeake"
"CBG Architects","Architecture & Engineering","www.cbgarchitects.com.au","","Australia","Victoria","South Melbourne"
"Montalba Architects","Architecture & Engineering","www.montalbaarchitects.com","","United States","California","Santa Monica"
"OBM International","Architecture & Engineering","https://obmi.com","http://www.linkedin.com/company/obm-international","United States","Florida","Dallas"
"Aspen Lawn","Architecture & Engineering","www.aspenlawn.com","","United States","Kansas","Olathe"
"Gemini Power Hydraulics India Pvt","Architecture & Engineering","www.geminipowerhydraulics.com","","India","Maharashtra","Mumbai"
"Statewide Land Surveying","Architecture & Engineering","www.statewidesurveying.com","","United States","Oregon","Gresham"
"Barney & Worth","Architecture & Engineering","www.barneyandworth.com","","United States","Oregon","Portland"
"E&A Consulting Group","Architecture & Engineering","www.eacg.com","","United States","Nebraska","Omaha"
"Revamp Engineering","Architecture & Engineering","www.revamp-eng.com","","United States","California","Oakland"
"Architectus","Architecture & Engineering","www.architectus.com.au","","Australia","Queensland","Brisbane"
"Veneklasen Associates, Inc.","Architecture & Engineering","https://www.veneklasen.com","https://www.linkedin.com/company/veneklasen-associates-inc.","United States","California","Santa Monica"
"The Building Commissioning Association","Architecture & Engineering","www.bcxa.org","","United States","Oregon","Beaverton"
"George Butler Associates","Architecture & Engineering","www.gbutler.com","","United States","Kansas","Lenexa"
"RLA Engineering","Architecture & Engineering","www.rlaengineers.com","","United States","Washington","Vancouver"
"Confluence Project","Architecture & Engineering","www.confluenceproject.org","","United States","Washington","Vancouver"
"CanCam CNC Machines","Architecture & Engineering","www.cancam.ca","","Canada","Ontario","Bowmanville"
"St Hilliers","Architecture & Engineering","www.sthilliers.com.au","","Australia","New South Wales","Millers Point"
"Craft Holdings","Architecture & Engineering","www.craft-group.com","","China","Central and Western","Hong Kong"
"Universal Solutions International","Architecture & Engineering","www.usi-inc.net","","United States","Virginia","Newport News"
"Lord Interior Design","Architecture & Engineering","www.lordinteriordesign.com","","United States","Oregon","Lake Oswego"
"ACEC New York","Architecture & Engineering","www.acecny.org","","United States","New York","Albany"
"Westin Engineering","Architecture & Engineering","westindelivers.com","","United States","Wisconsin","Milwaukee"
"Intelect","Architecture & Engineering","www.intelectcorp.com","","United States","Maryland","Baltimore"
"Fellert International","Architecture & Engineering","www.fellert.com","","United States","Kansas","Kansas City"
"Vantage Point","Architecture & Engineering","www.vantagepnt.com","","United States","South Dakota","Mitchell"
"LAND3 Studio","Architecture & Engineering","www.land3studio.com","","United States","Kansas","Kansas City"
"Northwest Environmental Advocates","Architecture & Engineering","www.northwestenvironmentaladvocates.org","","United States","Oregon","Portland"
"OBEC Consulting Engineers","Architecture & Engineering","www.obec.com","","United States","Oregon","Eugene"
"Krudwig & Associates","Architecture & Engineering","www.krudwig.com","","United States","Kansas","Lenexa"
"Arbor Masters","Architecture & Engineering","www.arbormasters.com","","United States","Kansas","Shawnee"
"Custom Decorators","Architecture & Engineering","www.customdecorators.com","","United States","Oregon","Portland"
"Pringle Creek Community","Architecture & Engineering","www.pringlecreek.com","","United States","Oregon","Salem"
"Earles Engineering & Inspection","Architecture & Engineering","www.earlesengineering.com","","United States","Kansas","Salina"
"ONEIL LANGAN ARCHITECTS","Architecture & Engineering","https://olarch.com","http://www.linkedin.com/company/oneil-langan-architects","United States","New York","New York City"
"Vanillawood","Architecture & Engineering","www.vanillawood.com","","United States","Oregon","Lake Oswego"
"Angela Todd Studios","Architecture & Engineering","www.angelatoddstudios.com","","United States","Oregon","Portland"
"Journeyman International","Architecture & Engineering","www.journeymaninternational.org","","United States","Oregon","Prineville"
"Preferred Landscape Services","Architecture & Engineering","www.preferredlandscapeservices.com","","United States","Oregon","Cornelius"
"Qualis","Architecture & Engineering","www.qualis-corp.com","","United States","Alabama","Huntsville"
"GTM Architects","Architecture & Engineering","www.gtmarchitects.com","","United States","Maryland","Bethesda"
"Solutions Development","Architecture & Engineering","www.sdc-world.com","","United States","Virginia","King George"
"Cates Control Solutions","Architecture & Engineering","www.cates.com","","United States","Texas","Webster"
"Constellation Design Group","Architecture & Engineering","www.constellationdesign.com","","United States","Maryland","Timonium"
"Donohue & Associates","Architecture & Engineering","www.donohue-associates.com","","United States","Wisconsin","Sheboygan"
"Tata Projects","Architecture & Engineering","www.tataprojects.com","","India","Telangana","Secunderabad"
"Sparrows Group","Architecture & Engineering","www.sparrowsgroup.com","","United States","Texas","Houston"
"E.K. Fox & Associates","Architecture & Engineering","www.ekfox.com","","United States","Virginia","Chantilly"
"Tata Consulting Engineers","Architecture & Engineering","www.tce.co.in","","India","Maharashtra","Mumbai"
"intech","Architecture & Engineering","www.in-tech.com","","Germany","Bavaria","Ingolstadt"
"Triple C","Architecture & Engineering","www.triplecaeg.com","","United States","Wyoming","Laramie"
"IAV","Architecture & Engineering","www.iav.com","","Germany","Berlin","Berlin"
"Pinnacle Engineering Group","Architecture & Engineering","www.pinnacle-engr.com","","United States","Wisconsin","Brookfield"
"Asteelflash","Architecture & Engineering","www.asteelflash.com","","France","Ile-de-France","Neuilly-Plaisance"
"Michaels Energy","Architecture & Engineering","www.michaelsenergy.com","","United States","Wisconsin","La Crosse"
"Ford Bacon & Davis","Architecture & Engineering","www.fbd.com","","United States","Louisiana","Baton Rouge"
"SMS Technical Services","Architecture & Engineering","www.sms-meer.com","","United States","Pennsylvania","Cranberry Twp"
"Eximius","Architecture & Engineering","www.eximiusdesign.com","","United States","California","San Jose"
"INTECSEA","Architecture & Engineering","www.intecsea.com","","United States","Texas","Houston"
"InterCon Construction","Architecture & Engineering","www.intercon-const.com","","United States","Wisconsin","Waunakee"
"Critical Path Resources","Architecture & Engineering","www.cprusa.net","","United States","Texas","Baytown"
"MobileComm Professionals","Architecture & Engineering","www.mcpsinc.com","","United States","Texas","Richardson"
"Hinduja Tech","Architecture & Engineering","www.hindujatech.com","","India","Tamil Nadu","Chennai"
"The Sigma Group","Architecture & Engineering","www.thesigmagroup.com","","United States","Wisconsin","Milwaukee"
"Allegheny Surveys","Architecture & Engineering","www.alleghenysurveys.com","","United States","West Virginia","Birch River"
"NaturaLawn","Architecture & Engineering","www.naturalawn.com","","United States","Maryland","Frederick"
"NBA","Architecture & Engineering","www.nba.nadiabakhurji.com","","Saudi Arabia","Ar Riyad",""
"Doedijns Group International","Architecture & Engineering","dgi-company.com/","","Netherlands","South Holland","Waddinxveen"
"Stratasys Direct","Architecture & Engineering","www.stratasysdirect.com","","United States","California","Valencia"
"Akuo Energy","Architecture & Engineering","www.akuoenergy.com","","France","Ile-de-France","Paris"
"Fusion Integrated Solutions","Architecture & Engineering","www.fusion-etc.com","","United States","Wisconsin","Milwaukee"
"Hitachi Zosen Inova","Architecture & Engineering","www.hz-inova.com","","Switzerland","Zurich","Zürich"
"HGS Engineering","Architecture & Engineering","www.hgsengineeringinc.com","","United States","Alabama","Anniston"
"Moreland Altobelli Associates (Atlas)","Architecture & Engineering","www.maai.net","","United States","Georgia","Duluth"
"Walter L. Phillips","Architecture & Engineering","www.wlpinc.com","","United States","Virginia","Falls Church"
"D&S Engineering Labs","Architecture & Engineering","www.dsenglabs.com","","United States","Texas","Denton"
"Pierce Engineers","Architecture & Engineering","www.pierceengineers.com","","United States","Wisconsin","Milwaukee"
"AGEISS","Architecture & Engineering","www.ageiss.com","","United States","Wyoming","Cheyenne"
"Rice Engineering","Architecture & Engineering","www.rice-inc.com","","United States","Wisconsin","Luxemburg"
"Reaveley Engineers","Architecture & Engineering","www.reaveley.com","","United States","Utah","Salt Lake City"
"TOSL Engineering","Architecture & Engineering","www.tosl.com","","Trinidad and Tobago","City of San Fernando","Marabella"
"Hawks Landscape","Architecture & Engineering","www.hawkslandscape.com","","United States","Wisconsin","Wauwatosa"
"GEA Process Engineering","Architecture & Engineering","www.gea.com","","India","Gujarat","Vadodara"
"Engineering Specialists","Architecture & Engineering","www.engspec.com","","United States","Wisconsin","Brookfield"
"VerHalen Commercial Interiors","Architecture & Engineering","www.verhaleninc.com","","United States","Wisconsin","Green Bay"
"Davy Engineering","Architecture & Engineering","www.davyengineering.com","","United States","Wisconsin","La Crosse"
"Madrax","Architecture & Engineering","www.madrax.com","","United States","Wisconsin","Waunakee"
"LTM","Architecture & Engineering","www.ltminc.net","","United States","Virginia","Manassas"
"Cook Costello","Architecture & Engineering","coco.co.nz","","New Zealand","Northland Region","Whangarei"
